season,fase,instancia,fecha,hora_inicio,hora_fin,local,visitante,marcador,global,estadio,ciudad,pais,arbitro_principal,arbitros_linea,entrenador_local,entrenador_visitante,planteles,puntuaciones_jugadores,tiros_totales,tiros_totales_local,tiros_totales_visitante,tiros_puerta,tiros_puerta_local,tiros_puerta_visitante,goles,asistencias,cambios,amarillas,rojas,posesion_local,posesion_visitante,faltas_total,faltas_local,faltas_visitante,corners_total,corners_local,corners_visitante
2021-2022,Final,Final,28-05-2022,NULL,NULL,Liverpool,Real Madrid,0-1,NULL,Stade de France,Paris,Francia,NULL,NULL,Jurgen Klopp,Carlo Ancelotti,NULL,NULL,28,24,4,11,9,2,NULL,NULL,NULL,NULL,NULL,54%,46%,20,13,7,8,6,2
2022-2023,Octavos,Ida,14-02-2023,NULL,NULL,PSG,Bayern Munich,0-1,0-3,Parc des Princes,Paris,Francia,NULL,NULL,Christophe Galtier,Julian Nagelsmann,NULL,NULL,27,9,18,11,4,7,NULL,NULL,NULL,NULL,NULL,46%,54%,26,8,18,9,4,5
2022-2023,Octavos,Vuelta,08-03-2023,NULL,NULL,Bayern Munich,PSG,2-0,3-0,Allianz Arena,Munich,Alemania,NULL,NULL,Julian Nagelsmann,Christophe Galtier,NULL,NULL,22,12,10,9,5,4,NULL,NULL,NULL,NULL,NULL,45%,55%,15,9,6,10,4,6
2022-2023,Octavos,Ida,14-02-2023,NULL,NULL,AC Milan,Tottenham,1-0,1-0,San Siro,Milán,Italia,NULL,NULL,Stefano Pioli,Antonio Conte,NULL,NULL,20,9,11,7,4,3,NULL,NULL,NULL,NULL,NULL,47%,53%,30,17,13,11,3,8
2022-2023,Octavos,Vuelta,08-03-2023,NULL,NULL,Tottenham,AC Milan,0-0,0-1,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,NULL,Antonio Conte,Stefano Pioli,NULL,NULL,23,9,14,5,2,3,NULL,NULL,NULL,NULL,NULL,54%,46%,30,18,12,6,6,0
2022-2023,Octavos,Ida,15-02-2023,NULL,NULL,Club Brugge,Benfica,0-2,1-7,Jan Breydel Stadium,Brujas,Belgica,NULL,NULL,Scott Parker,Roger Schmidt,NULL,NULL,18,4,14,5,1,4,NULL,NULL,NULL,NULL,NULL,45%,55%,18,10,8,10,3,7
2022-2023,Octavos,Vuelta,07-03-2023,NULL,NULL,Benfica,Club Brugge,5-1,7-1,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Roger Schmidt,Scott Parker,NULL,NULL,33,20,13,10,8,2,NULL,NULL,NULL,NULL,NULL,60%,40%,10,3,7,7,2,5
2022-2023,Octavos,Ida,15-02-2023,NULL,NULL,Borussia Dortmund,Chelsea,1-0,1-2,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Graham Potter,NULL,NULL,35,14,21,10,2,8,NULL,NULL,NULL,NULL,NULL,48%,52%,25,13,12,15,5,10
2022-2023,Octavos,Vuelta,07-03-2023,NULL,NULL,Chelsea,Borussia Dortmund,2-0,2-1,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Graham Potter,Edin Terzic,NULL,NULL,26,13,13,8,4,4,NULL,NULL,NULL,NULL,NULL,40%,60%,26,17,9,8,5,3
2022-2023,Octavos,Ida,21-02-2023,NULL,NULL,Liverpool,Real Madrid,2-5,2-6,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Carlo Ancelotti,NULL,NULL,18,9,9,11,5,6,NULL,NULL,NULL,NULL,NULL,52%,48%,18,9,9,7,4,3
2022-2023,Octavos,Vuelta,15-03-2023,NULL,NULL,Real Madrid,Liverpool,1-0,6-2,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Jurgen Klopp,NULL,NULL,26,17,9,13,8,5,NULL,NULL,NULL,NULL,NULL,54%,46%,24,7,17,14,5,9
2022-2023,Octavos,Ida,21-02-2023,NULL,NULL,Eintracht Frankfurt,Napoli,0-2,0-5,Deutsche Bank Park,Frankfurt,Alemania,NULL,NULL,Oliver Glasner,Luciano Spalletti,NULL,NULL,23,5,18,11,1,10,NULL,NULL,NULL,NULL,NULL,30%,70%,25,12,13,13,4,9
2022-2023,Octavos,Vuelta,15-03-2023,NULL,NULL,Napoli,Eintracht Frankfurt,3-0,5-0,Stadio Diego Armando Maradona,Napoles,Italia,NULL,NULL,Luciano Spalletti,Oliver Glasner,NULL,NULL,20,12,8,9,8,1,NULL,NULL,NULL,NULL,NULL,60%,40%,28,13,15,7,4,3
2022-2023,Octavos,Ida,22-02-2023,NULL,NULL,Inter,Porto,1-0,1-0,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Sergio Conceicao,NULL,NULL,28,18,10,8,4,4,NULL,NULL,NULL,NULL,NULL,60%,40%,29,15,14,7,7,0
2022-2023,Octavos,Vuelta,14-03-2023,NULL,NULL,Porto,Inter,0-0,0-1,Estadio do Dragao,Porto,Portugal,NULL,NULL,Sergio Conceicao,Simone Inzaghi,NULL,NULL,32,21,11,12,7,5,NULL,NULL,NULL,NULL,NULL,68%,32%,29,11,18,10,6,4
2022-2023,Octavos,Ida,22-02-2023,NULL,NULL,RB Leipzig,Manchester City,1-1,1-8,Red Bull Arena,Leipzig,Alemania,NULL,NULL,Marco Rose,Pep Guardiola,NULL,NULL,19,7,12,7,4,3,NULL,NULL,NULL,NULL,NULL,38%,62%,18,12,6,6,2,4
2022-2023,Octavos,Vuelta,14-03-2023,NULL,NULL,Manchester City,RB Leipzig,7-0,8-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Marco Rose,NULL,NULL,27,23,4,17,16,1,NULL,NULL,NULL,NULL,NULL,66%,34%,17,10,7,10,10,0
2022-2023,Cuartos,Ida,11-04-2023,NULL,NULL,Real Madrid,Chelsea,2-0,4-0,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Frank Lampard,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Benzema 21'; Asensio 74',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Vuelta,18-04-2023,NULL,NULL,Chelsea,Real Madrid,0-2,0-4,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Frank Lampard,Carlo Ancelotti,NULL,NULL,28,19,9,12,6,6,NULL,NULL,NULL,NULL,NULL,54%,46%,24,16,8,10,8,2
2022-2023,Cuartos,Ida,11-04-2023,NULL,NULL,Benfica,Inter,0-2,3-5,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Roger Schmidt,Simone Inzaghi,NULL,NULL,21,12,9,6,2,4,NULL,NULL,NULL,NULL,NULL,58%,42%,20,11,9,10,4,6
2022-2023,Cuartos,Vuelta,19-04-2023,NULL,NULL,Inter,Benfica,3-3,5-3,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Roger Schmidt,NULL,NULL,23,11,12,8,3,5,NULL,NULL,NULL,NULL,NULL,40%,60%,23,13,10,10,4,6
2022-2023,Cuartos,Ida,12-04-2023,NULL,NULL,Manchester City,Bayern Munich,3-0,4-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Thomas Tuchel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Rodri 27'; Silva 70'; Haaland 76',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Vuelta,19-04-2023,NULL,NULL,Bayern Munich,Manchester City,1-1,1-4,Allianz Arena,Munich,Alemania,NULL,NULL,Thomas Tuchel,Pep Guardiola,NULL,NULL,26,19,7,9,7,2,NULL,NULL,NULL,NULL,NULL,58%,42%,23,12,11,7,5,2
2022-2023,Cuartos,Ida,12-04-2023,NULL,NULL,AC Milan,Napoli,1-0,2-1,San Siro,Milán,Italia,NULL,NULL,Stefano Pioli,Luciano Spalletti,NULL,NULL,28,12,16,8,2,6,NULL,NULL,NULL,NULL,NULL,47%,53%,29,16,13,13,3,10
2022-2023,Cuartos,Vuelta,18-04-2023,NULL,NULL,Napoli,AC Milan,1-1,1-2,Stadio Diego Armando Maradona,Napoles,Italia,NULL,NULL,Luciano Spalletti,Stefano Pioli,NULL,NULL,29,23,6,8,4,4,NULL,NULL,NULL,NULL,NULL,74%,26%,26,14,12,17,16,1
2022-2023,Semifinal,Ida,09-05-2023,NULL,NULL,Real Madrid,Manchester City,1-1,1-5,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Pep Guardiola,NULL,NULL,23,13,10,10,4,6,NULL,NULL,NULL,NULL,NULL,44%,56%,22,11,11,15,8,7
2022-2023,Semifinal,Vuelta,17-05-2023,NULL,NULL,Manchester City,Real Madrid,4-0,5-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Carlo Ancelotti,NULL,NULL,23,16,7,11,8,3,NULL,NULL,NULL,NULL,NULL,59%,41%,30,16,14,10,7,3
2022-2023,Semifinal,Ida,10-05-2023,NULL,NULL,AC Milan,Inter,0-2,0-3,San Siro,Milán,Italia,NULL,NULL,Stefano Pioli,Simone Inzaghi,NULL,NULL,29,13,16,7,2,5,NULL,NULL,NULL,NULL,NULL,57%,43%,30,14,16,5,2,3
2022-2023,Semifinal,Vuelta,16-05-2023,NULL,NULL,Inter,AC Milan,1-0,3-0,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Stefano Pioli,NULL,NULL,20,15,5,5,4,1,NULL,NULL,NULL,NULL,NULL,44%,56%,37,15,22,8,5,3
2022-2023,Final,Final,10-06-2023,NULL,NULL,Manchester City,Inter,1-0,NULL,Estadio Olimpico Ataturk,Estambul,Turquia,NULL,NULL,Pep Guardiola,Simone Inzaghi,NULL,NULL,21,7,14,10,4,6,NULL,NULL,NULL,NULL,NULL,56%,44%,28,11,17,6,2,4
2023-2024,Octavos,Ida,13-02-2024,NULL,NULL,Copenhagen,Manchester City,1-3,2-6,Parken Stadium,Copenhague,Dinamarca,NULL,NULL,Jacob Neestrup,Pep Guardiola,NULL,NULL,31,4,27,14,1,13,NULL,NULL,NULL,NULL,NULL,21%,79%,16,13,3,8,2,6
2023-2024,Octavos,Vuelta,06-03-2024,NULL,NULL,Manchester City,Copenhagen,3-1,6-2,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Jacob Neestrup,NULL,NULL,23,12,11,5,3,2,NULL,NULL,NULL,NULL,NULL,69%,31%,14,5,9,8,4,4
2023-2024,Octavos,Ida,13-02-2024,NULL,NULL,RB Leipzig,Real Madrid,0-1,1-2,Red Bull Arena,Leipzig,Alemania,NULL,NULL,Marco Rose,Carlo Ancelotti,NULL,NULL,29,14,15,12,9,3,NULL,NULL,NULL,NULL,NULL,50%,50%,22,10,12,10,7,3
2023-2024,Octavos,Vuelta,06-03-2024,NULL,NULL,Real Madrid,RB Leipzig,1-1,2-1,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Marco Rose,NULL,NULL,31,11,20,7,3,4,NULL,NULL,NULL,NULL,NULL,54%,46%,27,12,15,11,3,8
2023-2024,Octavos,Ida,14-02-2024,NULL,NULL,PSG,Real Sociedad,2-0,4-1,Parc des Princes,Paris,Francia,NULL,NULL,Luis Enrique,Imanol Alguacil,NULL,NULL,23,14,9,6,6,0,NULL,NULL,NULL,NULL,NULL,62%,38%,21,6,15,16,9,7
2023-2024,Octavos,Vuelta,05-03-2024,NULL,NULL,Real Sociedad,PSG,1-2,1-4,Reale Arena,San Sebastian,España,NULL,NULL,Imanol Alguacil,Luis Enrique,NULL,NULL,24,14,10,14,7,7,NULL,NULL,NULL,NULL,NULL,44%,56%,32,19,13,10,6,4
2023-2024,Octavos,Ida,14-02-2024,NULL,NULL,Lazio,Bayern Munich,1-0,1-3,Stadio Olimpico,Roma,Italia,NULL,NULL,Maurizio Sarri,Thomas Tuchel,NULL,NULL,28,11,17,4,4,0,NULL,NULL,NULL,NULL,NULL,39%,61%,15,7,8,8,3,5
2023-2024,Octavos,Vuelta,05-03-2024,NULL,NULL,Bayern Munich,Lazio,3-0,3-1,Allianz Arena,Munich,Alemania,NULL,NULL,Thomas Tuchel,Maurizio Sarri,NULL,NULL,29,24,5,7,7,0,NULL,NULL,NULL,NULL,NULL,60%,40%,23,14,9,9,6,3
2023-2024,Octavos,Ida,20-02-2024,NULL,NULL,Inter,Atletico Madrid,1-0,2-2,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Diego Simeone,NULL,NULL,26,19,7,5,5,0,NULL,NULL,NULL,NULL,NULL,56%,44%,26,10,16,5,3,2
2023-2024,Octavos,Vuelta,13-03-2024,NULL,NULL,Atletico Madrid,Inter,2-1 (P),2-2,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Simone Inzaghi,NULL,NULL,38,23,15,14,9,5,NULL,NULL,NULL,NULL,NULL,47%,53%,35,21,14,6,5,1
2023-2024,Octavos,Ida,20-02-2024,NULL,NULL,PSV,Arsenal,1-1,2-3,Philips Stadion,Eindhoven,Paises Bajos,NULL,NULL,Peter Bosz,Mikel Arteta,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Bakayoko 20'; Trossard 45',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Vuelta,12-03-2024,NULL,NULL,Arsenal,PSV,2-1,3-2,Emirates Stadium,Londres,Inglaterra,NULL,NULL,Mikel Arteta,Peter Bosz,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Zinchenko 6'; Rice 70'; Veerman 18',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Ida,21-02-2024,NULL,NULL,Porto,Arsenal,1-0,1-1,Estadio do Dragao,Porto,Portugal,NULL,NULL,Sergio Conceicao,Mikel Arteta,NULL,NULL,15,8,7,2,2,0,NULL,NULL,NULL,NULL,NULL,35%,65%,36,14,22,11,1,10
2023-2024,Octavos,Vuelta,12-03-2024,NULL,NULL,Arsenal,Porto,1-0 (P),1-1,Emirates Stadium,Londres,Inglaterra,NULL,NULL,Mikel Arteta,Sergio Conceicao,NULL,NULL,23,13,10,7,4,3,NULL,NULL,NULL,NULL,NULL,58%,42%,38,18,20,10,9,1
2023-2024,Octavos,Ida,21-02-2024,NULL,NULL,Napoli,Barcelona,1-1,2-4,Stadio Diego Armando Maradona,Napoles,Italia,NULL,NULL,Francesco Calzona,Xavi,NULL,NULL,18,6,12,7,1,6,NULL,NULL,NULL,NULL,NULL,49%,51%,25,11,14,11,7,4
2023-2024,Octavos,Vuelta,12-03-2024,NULL,NULL,Barcelona,Napoli,3-1,4-2,Camp Nou,Barcelona,España,NULL,NULL,Xavi,Francesco Calzona,NULL,NULL,38,24,14,14,10,4,NULL,NULL,NULL,NULL,NULL,49%,51%,23,7,16,9,7,2
2023-2024,Cuartos,Ida,09-04-2024,NULL,NULL,Arsenal,Bayern Munich,2-2,2-3,Emirates Stadium,Londres,Inglaterra,NULL,NULL,Mikel Arteta,Thomas Tuchel,NULL,NULL,21,13,8,6,4,2,NULL,NULL,NULL,NULL,NULL,59%,41%,25,13,12,3,2,1
2023-2024,Cuartos,Vuelta,17-04-2024,NULL,NULL,Bayern Munich,Arsenal,1-0,3-2,Allianz Arena,Munich,Alemania,NULL,NULL,Thomas Tuchel,Mikel Arteta,NULL,NULL,23,15,8,6,3,3,NULL,NULL,NULL,NULL,NULL,51%,49%,23,10,13,11,8,3
2023-2024,Cuartos,Ida,09-04-2024,NULL,NULL,Real Madrid,Manchester City,3-3,4-4,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Pep Guardiola,NULL,NULL,26,14,12,11,5,6,NULL,NULL,NULL,NULL,NULL,38%,62%,20,11,9,6,4,2
2023-2024,Cuartos,Vuelta,17-04-2024,NULL,NULL,Manchester City,Real Madrid,1-1 (P),4-4,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Carlo Ancelotti,NULL,NULL,41,33,8,12,9,3,NULL,NULL,NULL,NULL,NULL,67%,33%,26,15,11,19,18,1
2023-2024,Cuartos,Ida,10-04-2024,NULL,NULL,PSG,Barcelona,2-3,4-6,Parc des Princes,Paris,Francia,NULL,NULL,Luis Enrique,Xavi,NULL,NULL,33,18,15,13,6,7,NULL,NULL,NULL,NULL,NULL,59%,41%,22,14,8,12,7,5
2023-2024,Cuartos,Vuelta,16-04-2024,NULL,NULL,Barcelona,PSG,1-4,4-6,Camp Nou,Barcelona,España,NULL,NULL,Xavi,Luis Enrique,NULL,NULL,28,7,21,12,3,9,NULL,NULL,NULL,NULL,NULL,33%,67%,22,10,12,13,3,10
2023-2024,Cuartos,Ida,10-04-2024,NULL,NULL,Atletico Madrid,Borussia Dortmund,2-1,4-5,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Edin Terzic,NULL,NULL,26,14,12,13,9,4,NULL,NULL,NULL,NULL,NULL,33%,67%,17,10,7,16,8,8
2023-2024,Cuartos,Vuelta,16-04-2024,NULL,NULL,Borussia Dortmund,Atletico Madrid,4-2,5-4,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Diego Simeone,NULL,NULL,29,19,10,12,9,3,NULL,NULL,NULL,NULL,NULL,52%,48%,20,9,11,8,6,2
2023-2024,Semifinal,Ida,30-04-2024,NULL,NULL,Bayern Munich,Real Madrid,2-2,3-4,Allianz Arena,Munich,Alemania,NULL,NULL,Thomas Tuchel,Carlo Ancelotti,NULL,NULL,24,14,10,9,5,4,NULL,NULL,NULL,NULL,NULL,52%,48%,21,11,10,11,6,5
2023-2024,Semifinal,Vuelta,08-05-2024,NULL,NULL,Real Madrid,Bayern Munich,2-1,4-3,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Thomas Tuchel,NULL,NULL,27,19,8,12,7,5,NULL,NULL,NULL,NULL,NULL,57%,43%,22,12,10,12,8,4
2023-2024,Semifinal,Ida,01-05-2024,NULL,NULL,Borussia Dortmund,PSG,1-0,2-0,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Luis Enrique,NULL,NULL,27,13,14,7,4,3,NULL,NULL,NULL,NULL,NULL,43%,57%,17,11,6,7,4,3
2023-2024,Semifinal,Vuelta,07-05-2024,NULL,NULL,PSG,Borussia Dortmund,0-1,0-2,Parc des Princes,Paris,Francia,NULL,NULL,Luis Enrique,Edin Terzic,NULL,NULL,37,30,7,8,5,3,NULL,NULL,NULL,NULL,NULL,70%,30%,14,8,6,16,12,4
2023-2024,Final,Final,01-06-2024,NULL,NULL,Real Madrid,Borussia Dortmund,2-0,NULL,Wembley Stadium,Londres,Inglaterra,NULL,NULL,Carlo Ancelotti,Edin Terzic,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Carvajal 74'; Vinicius 83',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2024-2025,Knockout Play-offs,Ida,11-02-2025,21:00,22:50,Manchester City,Real Madrid,2-3,NULL,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Carlo Ancelotti,"Ederson, Walker, Dias, Akanji, Gvardiol, Rodri, Kovacic, De Bruyne, Foden, Bernardo, Haaland; Courtois, Carvajal, Militao, Rüdiger, Mendy, Valverde, Tchouaméni, Bellingham, Rodrygo, Mbappé, Vinícius",NULL,31,11,20,12,4,8,NULL,NULL,NULL,NULL,NULL,54%,46%,15,9,6,11,6,5
2024-2025,Knockout Play-offs,Ida,11-02-2025,21:00,22:50,Stade Brestois,PSG,0-3,NULL,Stade de Roudourou,Guingamp,Francia,Irfan Peljto,NULL,Eric Roy,Luis Enrique,"Bizot, Lala, Chardonnet, Coulibaly, Haïdara, Camara, Lees-Melou, Magnetti, Faivre, Ajorque, Sima; Donnarumma, Hakimi, Marquinhos, Pacho, Mendes, Vitinha, Neves, Zaire-Emery, Dembélé, Barcola, Kolo Muani",NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Vitinha 21' (P), Dembélé 45', 66'",NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,9,NULL,NULL
2024-2025,Knockout Play-offs,Ida,11-02-2025,21:00,22:50,Juventus,PSV Eindhoven,2-1,NULL,Allianz Stadium,Turín,Italia,NULL,NULL,Thiago Motta,Peter Bosz,NULL,NULL,27,12,15,10,8,2,NULL,NULL,NULL,NULL,NULL,47%,53%,26,14,12,9,5,4
2024-2025,Knockout Play-offs,Ida,11-02-2025,21:00,22:50,Sporting CP,Borussia Dortmund,0-3,NULL,José Alvalade,Lisboa,Portugal,NULL,NULL,Joao Pereira,Nuri Sahin,NULL,NULL,29,13,16,13,6,7,NULL,NULL,NULL,NULL,NULL,46%,54%,26,8,18,12,4,8
2024-2025,Knockout Play-offs,Ida,12-02-2025,21:00,23:01,Feyenoord,AC Milan,1-0,NULL,De Kuip,Rotterdam,Países Bajos,José María Sánchez,NULL,Brian Priske,Paulo Fonseca,"Wellenreuther, Read, Beelen, Hancko, Smal, Moder, Milambo, Timber, Hadj Moussa, Ueda, Paixão; Maignan, Walker, Thiaw, Pavlović, Hernández, Fofana, Reijnders, Pulisic, João Félix, Leão, Gimenez",NULL,23,11,12,8,2,6,NULL,NULL,NULL,NULL,NULL,46%,54%,17,8,9,11,5,6
2024-2025,Knockout Play-offs,Ida,12-02-2025,21:00,22:56,AS Monaco,Benfica,0-1,NULL,Stade Louis II,Mónaco,Mónaco,NULL,NULL,Adi Hütter,Bruno Lage,NULL,NULL,29,6,23,9,3,6,NULL,NULL,NULL,NULL,NULL,44%,56%,24,10,14,9,2,7
2024-2025,Knockout Play-offs,Ida,12-02-2025,21:00,22:55,Celtic,Bayern Munich,1-2,NULL,Celtic Park,Glasgow,Escocia,NULL,NULL,Brendan Rodgers,Vincent Kompany,"Schmeichel, Johnston, Carter-Vickers, Scales, Taylor, McGregor, Hatate, Engels, Kühn, Idah, Maeda; Neuer, Laimer, Upamecano, Kim, Davies, Kimmich, Goretzka, Olise, Musiala, Gnabry, Kane",NULL,19,9,10,7,2,5,NULL,NULL,NULL,NULL,NULL,43%,57%,8,4,4,14,7,7
2024-2025,Knockout Play-offs,Ida,12-02-2025,21:00,22:50,Club Brugge,Atalanta,2-1,NULL,Jan Breydel,Brujas,Bélgica,NULL,NULL,Nicky Hayen,Gian Piero Gasperini,NULL,NULL,23,11,12,9,4,5,NULL,NULL,NULL,NULL,NULL,54%,46%,18,7,11,6,4,2
2024-2025,Knockout Play-offs,Vuelta,18-02-2025,20:45,23:02,AC Milan,Feyenoord,1-1,1-2,San Siro,Milán,Italia,NULL,NULL,Paulo Fonseca,Brian Priske,NULL,NULL,24,18,6,8,7,1,NULL,NULL,NULL,NULL,NULL,56%,44%,21,11,10,7,4,3
2024-2025,Knockout Play-offs,Vuelta,18-02-2025,21:00,23:00,Benfica,AS Monaco,3-3,4-3,Estádio da Luz,Lisboa,Portugal,NULL,NULL,Bruno Lage,Adi Hütter,NULL,NULL,25,10,15,13,7,6,NULL,NULL,NULL,NULL,NULL,40%,60%,23,14,9,5,2,3
2024-2025,Knockout Play-offs,Vuelta,18-02-2025,21:00,22:55,Bayern Munich,Celtic,1-1,3-2,Allianz Arena,Múnich,Alemania,NULL,NULL,Vincent Kompany,Brendan Rodgers,NULL,NULL,28,23,5,13,10,3,NULL,NULL,NULL,NULL,NULL,67%,33%,11,2,9,7,7,0
2024-2025,Knockout Play-offs,Vuelta,18-02-2025,21:00,22:57,Atalanta,Club Brugge,1-3,2-5,New Balance Arena,Bérgamo,Italia,NULL,NULL,Gian Piero Gasperini,Nicky Hayen,NULL,NULL,37,30,7,15,11,4,NULL,NULL,NULL,NULL,NULL,65%,35%,15,8,7,14,14,0
2024-2025,Knockout Play-offs,Vuelta,19-02-2025,21:00,22:47,PSG,Stade Brestois,7-0,10-0,Parc des Princes,París,Francia,NULL,NULL,Luis Enrique,Eric Roy,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Barcola (3), Mbappé (2), Dembélé 1, Doué 1",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2024-2025,Knockout Play-offs,Vuelta,19-02-2025,21:00,23:38,PSV Eindhoven,Juventus,3-1 (AET),4-3,Philips Stadion,Eindhoven,Países Bajos,NULL,NULL,Peter Bosz,Thiago Motta,NULL,NULL,40,25,15,14,10,4,NULL,NULL,NULL,NULL,NULL,59%,41%,34,14,20,11,6,5
2024-2025,Knockout Play-offs,Vuelta,19-02-2025,21:00,22:51,Real Madrid,Manchester City,3-1,6-3,Santiago Bernabéu,Madrid,España,NULL,NULL,Carlo Ancelotti,Pep Guardiola,NULL,NULL,27,15,12,12,8,4,NULL,NULL,NULL,NULL,NULL,48%,52%,18,9,9,12,7,5
2024-2025,Knockout Play-offs,Vuelta,19-02-2025,20:45,22:37,Borussia Dortmund,Sporting CP,0-0,3-0,Signal Iduna Park,Dortmund,Alemania,Davide Massa,NULL,Niko Kovac,Rui Borges,"Kobel, Ryerson, Schlotterbeck, Anton, Bensebaini, Can, Sabitzer, Groß, Adeyemi, Gittens, Guirassy; Israel, Quenda, Debast, Inácio, Reis, Hjulmand, Bragança, Trincão, Araújo, Gyökeres",NULL,26,19,7,6,5,1,NULL,NULL,NULL,NULL,NULL,55%,45%,19,14,5,8,6,2
2024-2025,Octavos,Ida,04-03-2025,21:00,22:50,Real Madrid,Atlético Madrid,2-1,NULL,Santiago Bernabéu,Madrid,España,NULL,NULL,Carlo Ancelotti,Diego Simeone,NULL,NULL,19,13,6,9,7,2,NULL,NULL,NULL,NULL,NULL,51%,49%,23,10,13,9,6,3
2024-2025,Octavos,Ida,04-03-2025,21:00,22:50,PSV Eindhoven,Arsenal,1-7,NULL,Philips Stadion,Eindhoven,Países Bajos,NULL,NULL,Peter Bosz,Mikel Arteta,NULL,NULL,27,12,15,10,2,8,NULL,NULL,NULL,NULL,NULL,53%,47%,19,9,10,8,5,3
2024-2025,Octavos,Ida,04-03-2025,21:00,22:50,Borussia Dortmund,LOSC Lille,1-1,NULL,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Nuri Sahin,Bruno Génésio,NULL,NULL,16,7,9,2,1,1,NULL,NULL,NULL,NULL,NULL,43%,57%,20,14,6,6,5,1
2024-2025,Octavos,Ida,04-03-2025,21:00,22:45,Club Brugge,Aston Villa,1-3,NULL,Jan Breydel,Brujas,Bélgica,NULL,NULL,Nicky Hayen,Unai Emery,NULL,NULL,18,11,7,7,3,4,NULL,NULL,NULL,NULL,NULL,56%,44%,18,8,10,4,3,1
2024-2025,Octavos,Ida,05-03-2025,21:00,22:55,Feyenoord,Inter Milan,0-2,NULL,De Kuip,Rotterdam,Países Bajos,NULL,NULL,Brian Priske,Simone Inzaghi,NULL,NULL,21,8,13,12,5,7,NULL,NULL,NULL,NULL,NULL,42%,58%,21,15,6,12,7,5
2024-2025,Octavos,Ida,05-03-2025,21:00,22:50,Bayer Leverkusen,Bayern Munich,0-2,NULL,BayArena,Leverkusen,Alemania,NULL,NULL,Xabi Alonso,Vincent Kompany,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Kane 22', Musiala 55'",NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,5,NULL,NULL
2024-2025,Octavos,Ida,05-03-2025,21:00,23:00,S.L. Benfica,FC Barcelona,0-1,NULL,Estádio da Luz,Lisboa,Portugal,NULL,NULL,Bruno Lage,Hansi Flick,NULL,NULL,36,26,10,13,8,5,NULL,NULL,NULL,NULL,NULL,52%,48%,23,18,5,17,13,4
