season,fase,instancia,fecha,hora_inicio,hora_fin,local,visitante,marcador,global,estadio,ciudad,pais,arbitro_principal,arbitros_linea,entrenador_local,entrenador_visitante,planteles,puntuaciones_jugadores,tiros_totales,tiros_totales_local,tiros_totales_visitante,tiros_puerta,tiros_puerta_local,tiros_puerta_visitante,goles,asistencias,cambios,amarillas,rojas,posesion_local,posesion_visitante,faltas_total,faltas_local,faltas_visitante,corners_total,corners_local,corners_visitante
2020-2021,Cuartos,Ida,07-04-2021,NULL,NULL,Bayern Munich,PSG,2-3,3-3,Allianz Arena,Munich,Alemania,NULL,NULL,Hansi Flick,Mauricio Pochettino,NULL,NULL,,,,,,,Choupo-Moting 37'; Muller 60'; Mbappe 3'; 68'; Marquinhos 28',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Cuartos,Vuelta,13-04-2021,NULL,NULL,PSG,Bayern Munich,0-1,3-3,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Hansi Flick,NULL,NULL,,,,,,,Choupo-Moting 40',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Cuartos,Ida,07-04-2021,NULL,NULL,Porto,Chelsea,0-2,1-2,Ramon Sanchez Pizjuan,Sevilla,España,NULL,NULL,Sergio Conceicao,Thomas Tuchel,NULL,NULL,,,,,,,Mount 32'; Chilwell 85',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Cuartos,Vuelta,13-04-2021,NULL,NULL,Chelsea,Porto,0-1,2-1,Ramon Sanchez Pizjuan,Sevilla,España,NULL,NULL,Thomas Tuchel,Sergio Conceicao,NULL,NULL,,,,,,,Taremi 94',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Semifinal,Ida,27-04-2021,NULL,NULL,Real Madrid,Chelsea,1-1,1-3,Alfredo Di Stefano,Madrid,España,NULL,NULL,Zinedine Zidane,Thomas Tuchel,NULL,NULL,,,,,,,Benzema 29'; Pulisic 14',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Semifinal,Vuelta,05-05-2021,NULL,NULL,Chelsea,Real Madrid,2-0,3-1,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Zinedine Zidane,NULL,NULL,,,,,,,Werner 28'; Mount 85',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Semifinal,Ida,28-04-2021,NULL,NULL,PSG,Manchester City,1-2,1-4,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Pep Guardiola,NULL,NULL,,,,,,,Marquinhos 15'; De Bruyne 64'; Mahrez 71',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Semifinal,Vuelta,04-05-2021,NULL,NULL,Manchester City,PSG,2-0,4-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Mauricio Pochettino,NULL,NULL,,,,,,,Mahrez 11'; 63',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020-2021,Final,Final,29-05-2021,NULL,NULL,Manchester City,Chelsea,0-1,NULL,Estadio do Dragao,Porto,Portugal,NULL,NULL,Pep Guardiola,Thomas Tuchel,NULL,NULL,,,,,,,Havertz 42',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,15-02-2022,NULL,NULL,PSG,Real Madrid,1-0,2-3,Parc des Princes,Paris,Francia,NULL,NULL,Mauricio Pochettino,Carlo Ancelotti,NULL,NULL,,,,,,,Mbappe 94',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,09-03-2022,NULL,NULL,Real Madrid,PSG,3-1,3-2,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Mauricio Pochettino,NULL,NULL,,,,,,,Benzema 61'; 76'; 78'; Mbappe 39',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,15-02-2022,NULL,NULL,Sporting CP,Manchester City,0-5,0-5,Estadio Jose Alvalade,Lisboa,Portugal,NULL,NULL,Ruben Amorim,Pep Guardiola,NULL,NULL,,,,,,,Mahrez 7'; Silva 17'; 44'; Foden 32'; Sterling 58',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,09-03-2022,NULL,NULL,Manchester City,Sporting CP,0-0,5-0,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Ruben Amorim,NULL,NULL,,,,,,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,16-02-2022,NULL,NULL,Inter,Liverpool,0-2,0-2,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Jurgen Klopp,NULL,NULL,,,,,,,Firmino 75'; Salah 83',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,08-03-2022,NULL,NULL,Liverpool,Inter,0-1,2-1,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Simone Inzaghi,NULL,NULL,,,,,,,Lautaro 61',,NULL,NULL,Sanchez,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,16-02-2022,NULL,NULL,Salzburg,Bayern Munich,1-1,1-8,Red Bull Arena,Salzburgo,Austria,NULL,NULL,Matthias Jaissle,Julian Nagelsmann,NULL,NULL,,,,,,,Adamu 21'; Coman 90',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,08-03-2022,NULL,NULL,Bayern Munich,Salzburg,7-1,8-2,Allianz Arena,Munich,Alemania,NULL,NULL,Julian Nagelsmann,Matthias Jaissle,NULL,NULL,,,,,,,Lewandowski 12'; 21'; 23'; Gnabry 31'; Muller 54'; 83'; Sane 85'; Kjaergaard 70',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,22-02-2022,NULL,NULL,Chelsea,Lille,2-0,4-1,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Jocelyn Gourvennec,NULL,NULL,,,,,,,Havertz 8'; Pulisic 63',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,16-03-2022,NULL,NULL,Lille,Chelsea,1-2,1-4,Stade Pierre-Mauroy,Lille,Francia,NULL,NULL,Jocelyn Gourvennec,Thomas Tuchel,NULL,NULL,,,,,,,Burak Yilmaz 38'; Pulisic 45'; Azpilicueta 71',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,22-02-2022,NULL,NULL,Villarreal,Juventus,1-1,4-1,Estadio de la Ceramica,Villarreal,España,NULL,NULL,Unai Emery,Massimiliano Allegri,NULL,NULL,,,,,,,Danjuma 66'; Vlahovic 1',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,16-03-2022,NULL,NULL,Juventus,Villarreal,0-3,1-4,Allianz Stadium,Turin,Italia,NULL,NULL,Massimiliano Allegri,Unai Emery,NULL,NULL,,,,,,,Gerard Moreno 78'; Torres 85'; Danjuma 92',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,23-02-2022,NULL,NULL,Atletico Madrid,Manchester United,1-1,2-1,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Ralf Rangnick,NULL,NULL,,,,,,,Joao Felix 7'; Elanga 80',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,15-03-2022,NULL,NULL,Manchester United,Atletico Madrid,0-1,1-2,Old Trafford,Manchester,Inglaterra,NULL,NULL,Ralf Rangnick,Diego Simeone,NULL,NULL,,,,,,,Lodi 41',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Ida,23-02-2022,NULL,NULL,Benfica,Ajax,2-2,3-2,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Nelson Verissimo,Erik ten Hag,NULL,NULL,,,,,,,Yaremchuk 72'; Haller OG 26'; Tadic 18'; Haller 29',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Octavos,Vuelta,15-03-2022,NULL,NULL,Ajax,Benfica,0-1,2-3,Johan Cruyff Arena,Amsterdam,Paises Bajos,NULL,NULL,Erik ten Hag,Nelson Verissimo,NULL,NULL,,,,,,,Nunez 77',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Ida,05-04-2022,NULL,NULL,Manchester City,Atletico Madrid,1-0,1-0,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Diego Simeone,NULL,NULL,,,,,,,De Bruyne 70',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Vuelta,13-04-2022,NULL,NULL,Atletico Madrid,Manchester City,0-0,0-1,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Pep Guardiola,NULL,NULL,,,,,,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Ida,05-04-2022,NULL,NULL,Benfica,Liverpool,1-3,4-6,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Nelson Verissimo,Jurgen Klopp,NULL,NULL,,,,,,,Nunez 49'; Konate 17'; Mane 34'; Diaz 87',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Vuelta,13-04-2022,NULL,NULL,Liverpool,Benfica,3-3,6-4,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Nelson Verissimo,NULL,NULL,,,,,,,Konate 21'; Firmino 55'; 65'; Ramos 32'; Yaremchuk 73'; Nunez 82',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Ida,06-04-2022,NULL,NULL,Chelsea,Real Madrid,1-3,4-5,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Thomas Tuchel,Carlo Ancelotti,NULL,NULL,,,,,,,Havertz 40'; Benzema 21'; 24'; 46',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Vuelta,12-04-2022,NULL,NULL,Real Madrid,Chelsea,2-3,5-4,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Thomas Tuchel,NULL,NULL,,,,,,,Rodrygo 80'; Benzema 96'; Mount 15'; Rudiger 51'; Werner 75',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Ida,06-04-2022,NULL,NULL,Villarreal,Bayern Munich,1-0,2-1,Estadio de la Ceramica,Villarreal,España,NULL,NULL,Unai Emery,Julian Nagelsmann,NULL,NULL,,,,,,,Danjuma 8',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Cuartos,Vuelta,12-04-2022,NULL,NULL,Bayern Munich,Villarreal,1-1,1-2,Allianz Arena,Munich,Alemania,NULL,NULL,Julian Nagelsmann,Unai Emery,NULL,NULL,,,,,,,Lewandowski 52'; Chukwueze 88',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Semifinal,Ida,26-04-2022,NULL,NULL,Manchester City,Real Madrid,4-3,6-5,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Carlo Ancelotti,NULL,NULL,,,,,,,De Bruyne 2'; Jesus 11'; Foden 53'; Bernardo Silva 74'; Benzema 33'; 82'; Vinicius 55',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Semifinal,Vuelta,04-05-2022,NULL,NULL,Real Madrid,Manchester City,3-1,6-5,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Pep Guardiola,NULL,NULL,,,,,,,Rodrygo 90'; 91'; Benzema 95'; Mahrez 73',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Semifinal,Ida,27-04-2022,NULL,NULL,Liverpool,Villarreal,2-0,5-2,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Unai Emery,NULL,NULL,,,,,,,Henderson OG 53'; Mane 55',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Semifinal,Vuelta,03-05-2022,NULL,NULL,Villarreal,Liverpool,2-3,2-5,Estadio de la Ceramica,Villarreal,España,NULL,NULL,Unai Emery,Jurgen Klopp,NULL,NULL,,,,,,,Dia 3'; Coquelin 41'; Fabinho 62'; Diaz 67'; Mane 74',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021-2022,Final,Final,28-05-2022,NULL,NULL,Liverpool,Real Madrid,0-1,NULL,Stade de France,Paris,Francia,NULL,NULL,Jurgen Klopp,Carlo Ancelotti,NULL,NULL,,,,,,,Vinicius 59',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,14-02-2023,NULL,NULL,PSG,Bayern Munich,0-1,0-3,Parc des Princes,Paris,Francia,NULL,NULL,Christophe Galtier,Julian Nagelsmann,NULL,NULL,,,,,,,Coman 53',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,08-03-2023,NULL,NULL,Bayern Munich,PSG,2-0,3-0,Allianz Arena,Munich,Alemania,NULL,NULL,Julian Nagelsmann,Christophe Galtier,NULL,NULL,,,,,,,Choupo-Moting 61'; Gnabry 89',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,14-02-2023,NULL,NULL,AC Milan,Tottenham,1-0,1-0,San Siro,Milán,Italia,NULL,NULL,Stefano Pioli,Antonio Conte,NULL,NULL,,,,,,,Brahim Diaz 7',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,08-03-2023,NULL,NULL,Tottenham,AC Milan,0-0,0-1,Tottenham Hotspur Stadium,Londres,Inglaterra,NULL,NULL,Antonio Conte,Stefano Pioli,NULL,NULL,,,,,,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,15-02-2023,NULL,NULL,Club Brugge,Benfica,0-2,1-7,Jan Breydel Stadium,Brujas,Belgica,NULL,NULL,Scott Parker,Roger Schmidt,NULL,NULL,,,,,,,Joao Mario 51'; Neres 88',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,07-03-2023,NULL,NULL,Benfica,Club Brugge,5-1,7-1,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Roger Schmidt,Scott Parker,NULL,NULL,,,,,,,Ramos 38'; 57'; 67'; Joao Mario 71'; Neres 77'; Meijer 87',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,15-02-2023,NULL,NULL,Borussia Dortmund,Chelsea,1-0,1-2,Signal Iduna Park,Dortmund,Alemania,NULL,NULL,Edin Terzic,Graham Potter,NULL,NULL,,,,,,,Adeyemi 63',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,07-03-2023,NULL,NULL,Chelsea,Borussia Dortmund,2-0,2-1,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Graham Potter,Edin Terzic,NULL,NULL,,,,,,,Sterling 43'; Havertz 53',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,21-02-2023,NULL,NULL,Liverpool,Real Madrid,2-5,2-6,Anfield,Liverpool,Inglaterra,NULL,NULL,Jurgen Klopp,Carlo Ancelotti,NULL,NULL,,,,,,,Nunez 4'; Salah 14'; Vinicius 21'; 36'; Militao 47'; Benzema 55'; 67',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,15-03-2023,NULL,NULL,Real Madrid,Liverpool,1-0,6-2,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Jurgen Klopp,NULL,NULL,,,,,,,Benzema 78',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,21-02-2023,NULL,NULL,Eintracht Frankfurt,Napoli,0-2,0-5,Deutsche Bank Park,Frankfurt,Alemania,NULL,NULL,Oliver Glasner,Luciano Spalletti,NULL,NULL,,,,,,,Osimhen 40'; Di Lorenzo 65',,NULL,NULL,Kolo Muani,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,15-03-2023,NULL,NULL,Napoli,Eintracht Frankfurt,3-0,5-0,Stadio Diego Armando Maradona,Napoles,Italia,NULL,NULL,Luciano Spalletti,Oliver Glasner,NULL,NULL,,,,,,,Osimhen 45'; 53'; Zielinski 64',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,22-02-2023,NULL,NULL,Inter,Porto,1-0,1-0,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Sergio Conceicao,NULL,NULL,,,,,,,Lukaku 86',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,14-03-2023,NULL,NULL,Porto,Inter,0-0,0-1,Estadio do Dragao,Porto,Portugal,NULL,NULL,Sergio Conceicao,Simone Inzaghi,NULL,NULL,,,,,,,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Ida,22-02-2023,NULL,NULL,RB Leipzig,Manchester City,1-1,1-8,Red Bull Arena,Leipzig,Alemania,NULL,NULL,Marco Rose,Pep Guardiola,NULL,NULL,,,,,,,Gvardiol 70'; Mahrez 27',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Octavos,Vuelta,14-03-2023,NULL,NULL,Manchester City,RB Leipzig,7-0,8-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Marco Rose,NULL,NULL,,,,,,,Haaland 22'; 24'; 45'; 53'; 57'; Gundogan 49'; De Bruyne 92',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Ida,11-04-2023,NULL,NULL,Real Madrid,Chelsea,2-0,4-0,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Frank Lampard,NULL,NULL,,,,,,,Benzema 21'; Asensio 74',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Vuelta,18-04-2023,NULL,NULL,Chelsea,Real Madrid,0-2,0-4,Stamford Bridge,Londres,Inglaterra,NULL,NULL,Frank Lampard,Carlo Ancelotti,NULL,NULL,,,,,,,Rodrygo 58'; 80',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Ida,11-04-2023,NULL,NULL,Benfica,Inter,0-2,3-5,Estadio da Luz,Lisboa,Portugal,NULL,NULL,Roger Schmidt,Simone Inzaghi,NULL,NULL,,,,,,,Barella 51'; Lukaku 82',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Vuelta,19-04-2023,NULL,NULL,Inter,Benfica,3-3,5-3,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Roger Schmidt,NULL,NULL,,,,,,,Barella 14'; Lautaro 65'; Correa 78'; Aursnes 38'; Antonio Silva 86'; Musa 95',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Ida,12-04-2023,NULL,NULL,Manchester City,Bayern Munich,3-0,4-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Thomas Tuchel,NULL,NULL,,,,,,,Rodri 27'; Silva 70'; Haaland 76',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Vuelta,19-04-2023,NULL,NULL,Bayern Munich,Manchester City,1-1,1-4,Allianz Arena,Munich,Alemania,NULL,NULL,Thomas Tuchel,Pep Guardiola,NULL,NULL,,,,,,,Kimmich 83'; Haaland 57',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Ida,12-04-2023,NULL,NULL,AC Milan,Napoli,1-0,2-1,San Siro,Milán,Italia,NULL,NULL,Stefano Pioli,Luciano Spalletti,NULL,NULL,,,,,,,Bennacer 40',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Cuartos,Vuelta,18-04-2023,NULL,NULL,Napoli,AC Milan,1-1,1-2,Stadio Diego Armando Maradona,Napoles,Italia,NULL,NULL,Luciano Spalletti,Stefano Pioli,NULL,NULL,,,,,,,Osimhen 93'; Giroud 43',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Semifinal,Ida,09-05-2023,NULL,NULL,Real Madrid,Manchester City,1-1,1-5,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Pep Guardiola,NULL,NULL,,,,,,,Vinicius 36'; De Bruyne 67',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Semifinal,Vuelta,17-05-2023,NULL,NULL,Manchester City,Real Madrid,4-0,5-1,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Carlo Ancelotti,NULL,NULL,,,,,,,Silva 23'; 37'; Akanji 76'; Alvarez 91',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Semifinal,Ida,10-05-2023,NULL,NULL,AC Milan,Inter,0-2,0-3,San Siro,Milán,Italia,NULL,NULL,Stefano Pioli,Simone Inzaghi,NULL,NULL,,,,,,,Dzeko 8'; Mkhitaryan 11',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Semifinal,Vuelta,16-05-2023,NULL,NULL,Inter,AC Milan,1-0,3-0,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Stefano Pioli,NULL,NULL,,,,,,,Lautaro 74',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022-2023,Final,Final,10-06-2023,NULL,NULL,Manchester City,Inter,1-0,NULL,Estadio Olimpico Ataturk,Estambul,Turquia,NULL,NULL,Pep Guardiola,Simone Inzaghi,NULL,NULL,,,,,,,Rodri 68',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Ida,13-02-2024,NULL,NULL,Copenhagen,Manchester City,1-3,2-6,Parken Stadium,Copenhague,Dinamarca,NULL,NULL,Jacob Neestrup,Pep Guardiola,NULL,NULL,,,,,,,Magnus Mattsson 34'; De Bruyne 10'; Silva 45'; Foden 92',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Vuelta,06-03-2024,NULL,NULL,Manchester City,Copenhagen,3-1,6-2,Etihad Stadium,Manchester,Inglaterra,NULL,NULL,Pep Guardiola,Jacob Neestrup,NULL,NULL,,,,,,,Akanji 5'; Alvarez 9'; Haaland 45'; Elyounoussi 29',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Ida,13-02-2024,NULL,NULL,RB Leipzig,Real Madrid,0-1,1-2,Red Bull Arena,Leipzig,Alemania,NULL,NULL,Marco Rose,Carlo Ancelotti,NULL,NULL,,,,,,,Brahim Diaz 48',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Vuelta,06-03-2024,NULL,NULL,Real Madrid,RB Leipzig,1-1,2-1,Santiago Bernabeu,Madrid,España,NULL,NULL,Carlo Ancelotti,Marco Rose,NULL,NULL,,,,,,,Vinicius 65'; Orban 68',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Ida,14-02-2024,NULL,NULL,PSG,Real Sociedad,2-0,4-1,Parc des Princes,Paris,Francia,NULL,NULL,Luis Enrique,Imanol Alguacil,NULL,NULL,,,,,,,Mbappe 58'; Barcola 70',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Vuelta,05-03-2024,NULL,NULL,Real Sociedad,PSG,1-2,1-4,Reale Arena,San Sebastian,España,NULL,NULL,Imanol Alguacil,Luis Enrique,NULL,NULL,,,,,,,Merino 89'; Mbappe 15'; 56',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Ida,14-02-2024,NULL,NULL,Lazio,Bayern Munich,1-0,1-3,Stadio Olimpico,Roma,Italia,NULL,NULL,Maurizio Sarri,Thomas Tuchel,NULL,NULL,,,,,,,Immobile 69',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Vuelta,05-03-2024,NULL,NULL,Bayern Munich,Lazio,3-0,3-1,Allianz Arena,Munich,Alemania,NULL,NULL,Thomas Tuchel,Maurizio Sarri,NULL,NULL,,,,,,,Kane 38'; 66'; Muller 45',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Ida,20-02-2024,NULL,NULL,Inter,Atletico Madrid,1-0,2-2,San Siro,Milán,Italia,NULL,NULL,Simone Inzaghi,Diego Simeone,NULL,NULL,,,,,,,Arnautovic 79',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Vuelta,13-03-2024,NULL,NULL,Atletico Madrid,Inter,2-1,2-2,Wanda Metropolitano,Madrid,España,NULL,NULL,Diego Simeone,Simone Inzaghi,NULL,NULL,,,,,,,Griezmann 35'; Depay 87'; Dimarco 33',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023-2024,Octavos,Ida,20-02-2024,NULL,NULL,PSV,Arsenal,1-1,2-3,Philips Stadion,Eindhoven,Paises Bajos,NULL,NULL,Peter Bosz,Mikel Arteta,NULL,NULL,,,,,,,Bakayoko 20'; Trossard 45',,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
